POPULATION,LATITUDE,LONGITUDE,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Owners,Median_household_income,Mean_household_income,Built_1990_or_later,Bedrooms_4_or_more,Median_Value
4249,37.901455,-122.522216,2269,57,4.6,2.04,1.86,47.5,80089,124201,3.8,14.3,885200
6505,37.87914,-122.53466,2751,191,5.8,2.51,2.27,79.8,123083,160904,8.9,21,970700
2359,37.871009,-122.512633,1106,64,4.2,2.27,2.32,24,42353,59829,37.4,5.4,514900
4453,37.863708,-122.497145,2672,227,4.3,1.84,1.46,47.7,84173,125919,7.7,4.9,808700
1774,38.081739,-122.850495,1308,489,4.8,1.87,3,65.6,54583,93121,26.6,19.8,921600
3226,38.145942,-122.808428,1864,620,5.3,2.16,3.19,60,79375,113630,16.9,11.8,889600
3929,37.51812,-119.996577,1969,411,4.9,2.16,2.5,56.9,40500,54216,28,5.9,248600
2719,37.433341,-120.028323,1418,186,5.7,2.3,2.42,72.3,49559,63748,24,16.3,277700
3352,37.702035,-120.244207,2105,605,5.2,2.23,3.16,80.7,46399,66095,38.5,10.3,279900
3743,37.456944,-119.864283,1983,370,5.2,2.22,2.26,67.4,55346,59979,34.8,5.4,234900
2706,37.507144,-119.807931,1683,345,5.1,2.07,2.15,91.3,49202,61855,26,9.4,229900
1802,37.696915,-119.648141,984,618,4.6,1.92,2.53,26.5,63229,74747,18.4,16,228100
2587,39.803383,-123.243562,1135,151,5,2.33,3.1,69.9,27402,38054,16.6,11.4,278600
4155,39.734892,-123.576944,2044,473,4.5,2.27,1.95,61.9,32147,44415,21.2,14.8,389700
4272,39.45136,-123.767874,1989,384,5,2.25,2.46,74.3,45250,63241,21.8,7.3,439500
3467,39.446982,-123.7995,1732,348,4.9,2.21,2.45,53.5,41786,52289,18.4,5.9,379500
4439,39.436065,-123.798,1989,195,4.4,2.69,2.27,43.2,30722,43030,11.6,3.7,358200
6917,39.43024,-123.362525,3283,461,5,2.35,2.48,78,46262,60725,27.5,7.3,361400
6203,39.4058,-123.355074,2686,222,5,2.59,2.26,50.2,40846,49882,20,10.2,270200
5915,39.276366,-123.206653,2215,240,5.4,2.97,2.72,74.8,58070,72982,19.4,13.1,433900
1785,39.317744,-123.104697,838,145,5.3,2.78,3.66,56.4,57019,72685,14.1,16.8,449300
4332,39.211266,-123.212908,1980,259,5.1,3.02,2.77,76.4,51597,65199,33,8.9,312100
1952,39.222135,-123.728505,1284,325,4.4,2.07,1.6,73,35028,53604,24.7,6.5,534800
5364,39.355456,-123.785026,3164,589,5.2,2.11,2.66,80.2,62264,73129,22.8,10.4,582200
3915,38.862625,-123.604055,2730,1163,4.7,2.19,2.27,68.9,44040,60950,30.4,5,492600
3293,39.082747,-123.45235,1474,352,4.7,2.25,3.15,64.4,40533,50212,16.7,12.7,507100
5972,39.129741,-123.208865,2346,156,5,2.88,2.83,51.1,38951,49534,12.2,7.1,353800
4469,39.145066,-123.216681,1730,57,5.5,2.54,1.85,69.2,56815,68520,7.4,16.3,358900
6739,39.157348,-123.206836,2658,111,5,2.63,2.62,41.7,45308,53920,10.3,10.8,304700
5802,39.138206,-123.204066,2389,158,3.9,2.74,2.49,27.6,35543,44416,18,5,271200
4181,39.144484,-123.169093,1582,100,5.6,2.36,2.96,71.5,73594,84985,20.8,16.2,446900
2082,38.972875,-123.12641,937,194,5.1,3,2.8,60.6,43582,59587,42.6,12.3,605300
3626,37.443232,-120.741553,1135,108,5.2,3.72,3.66,62,50684,71189,15.6,15.7,330700
1841,37.411505,-120.778049,507,20,6,2.55,4.18,56.1,49375,59583,36.5,32.5,121300
9272,37.427355,-120.784864,2473,186,5.1,3.93,3.19,81.2,51078,58303,67.3,24.3,174700
4790,37.391463,-120.7075,1359,18,5.6,3.42,4.21,63.5,45354,53997,44.1,31.9,206100
2158,37.348228,-120.732949,740,37,5.1,2.75,3.23,41.1,34013,52218,20.2,9.3,388300
9116,37.379983,-120.723736,2355,280,5.5,4.35,4.24,57.9,47756,60568,53.3,36.6,225400
1834,37.328714,-120.876576,599,48,5.2,2.36,4.49,69.3,51814,58490,19.7,13,323900
8071,37.409309,-120.856316,2743,306,5.4,3.04,2.78,74.4,53996,77000,25.2,16.8,276200
3292,37.401592,-120.580903,681,97,5.4,3.51,4.16,62.3,51136,81543,25.2,15.7,386400
6129,37.391397,-120.611251,1963,208,4.9,3.5,3.75,41.7,29002,40120,27.7,14,176600
6156,37.378708,-120.628417,2022,160,5.3,3.63,4.08,66.3,42097,55771,45.6,19.6,154200
5438,37.358092,-120.619007,1771,212,5.2,3.16,3.45,52.3,39488,52645,4.5,14.6,126300
3550,37.356563,-120.604284,1184,81,5.5,3.27,3.14,59.7,36536,56783,7.8,20.5,171300
6143,37.36494,-120.591846,2082,225,5.2,3.07,3.4,51.5,35596,62217,28.1,11.2,214500
3191,37.348255,-120.604292,1135,153,4.5,2.79,3.47,34.2,32990,41494,3.7,4.9,153300
4903,37.323647,-120.59829,1586,152,6.6,3.07,3.54,88.6,88611,97032,44.1,42.7,385800
4444,37.354977,-120.585425,1799,379,5.1,3.98,2.84,31.2,42225,47462,22.5,17.2,142900
4296,37.344166,-120.586789,1448,47,5.4,2.78,4.03,69.7,53116,60820,58.9,25,148400
3970,37.21407,-120.521969,1232,92,5.2,3.83,3.31,41.4,49182,72489,28.2,14.5,366000
8419,37.327811,-120.540549,2587,382,6,3.41,4.3,77.7,59107,84716,45,33.5,205000
13467,37.335755,-120.486327,4650,742,5.9,3.36,3.25,52.6,66734,69697,64.9,38.8,194400
4061,37.321199,-120.494236,1478,255,4.3,3.56,2.94,18.4,20511,31817,6.3,5.8,134600
3968,37.318653,-120.477881,1863,129,4.1,2.37,2.22,10.7,24529,42002,5.7,3.2,187500
2406,37.312697,-120.502217,934,51,4.5,2.62,2.42,42.4,27223,44076,45.9,4.6,101600
5880,37.3246,-120.46088,2154,212,5.8,2.65,3.07,50.8,53438,62983,31,35.7,201400
5023,37.314277,-120.455198,1896,95,5.9,2.73,2.59,68.5,54821,71092,7.8,22.9,233800
3213,37.308708,-120.489924,1362,187,4.6,2.37,2.25,31.4,28679,38139,7.2,1.5,142900
3264,37.30448,-120.477138,1285,147,3.8,2.41,2.68,17.6,26292,35398,4.4,10.5,187500
3953,37.298642,-120.462843,1534,214,4.8,3.31,2.7,39.8,37214,46285,7.9,5.5,124000
4277,37.304297,-120.453701,1545,152,5.5,2.76,3.07,60.7,38828,66771,8.3,14.1,198200
2693,37.300825,-120.51077,788,23,5.7,4.11,3.82,62.9,41840,62230,46.2,35.4,154900
2822,37.298663,-120.496892,777,46,4.4,4,4.24,31.9,28536,34370,9.4,11.9,91400
4438,37.292083,-120.499354,1277,100,5,3.78,4.08,29.1,25065,31843,13.9,15.5,112700
4498,37.292242,-120.481644,1121,125,4.1,3.66,3.71,8.3,24414,32281,23,7.2,81900
7243,37.282674,-120.486596,1883,199,5.2,4.25,4.98,47,33056,40420,60.9,26.9,143200
6335,37.286374,-120.447368,2347,366,4.9,3.04,3.95,53.1,30625,44056,37.4,9.8,89300
4288,37.340808,-120.446812,1119,44,6.3,3.03,2.42,79.1,90865,119751,84.3,42.3,312900
5739,37.290931,-120.321233,1548,167,5,3.98,3.79,59.7,34063,48881,32.2,21.3,186800
2572,37.229276,-120.258995,870,91,5.3,3.55,3.06,63.9,43194,69354,23.5,17.8,168800
7835,37.237195,-120.998895,3205,320,5.2,3.12,3.57,58.1,45179,57230,25.5,20.7,181300
3862,37.063921,-120.922458,1539,371,4.7,3.07,3.14,48,39268,55465,46.3,8.9,116400
6097,37.063042,-120.8536,2115,226,4.4,3.33,3.26,33.7,27871,34462,13.4,6.4,115800
9923,37.075849,-120.845136,3013,384,5.8,3.63,4.03,68.2,54436,59713,59.3,40.4,174100
6680,37.050669,-120.859019,2296,348,6.5,3.21,3.17,76.6,64900,94530,54,43.6,249100
13709,37.065993,-120.824449,4296,736,5.7,3.75,3.74,61.9,59798,62561,77.1,40.6,174500
1756,37.03558,-120.638866,549,155,5,3.02,2.71,52.5,41250,56961,12.6,10.8,196000
7505,36.98151,-120.633074,2501,285,5.2,3.22,4.15,65.2,34504,43590,32.3,14,152100
2328,37.430875,-120.482052,814,67,5.5,3.1,3.49,69.7,62159,117650,33.4,24.9,375500
5319,37.306609,-120.43263,1424,77,6.1,2.93,4.76,71.5,81674,108872,58,32.8,262100
3518,41.491927,-120.545067,1606,254,4.9,2.1,2.43,57.5,32368,46161,9.4,10,130400
1910,41.599153,-121.251503,1151,281,5.4,2.33,3.17,70.3,37500,55050,16.1,17.1,145000
2993,41.487913,-120.600281,1524,473,5.3,2.28,2.82,78.4,37167,54057,16.4,20.6,221800
1265,41.574261,-120.159132,893,219,5.2,1.76,1.97,72.6,29500,42245,18.2,9.1,180200
3463,37.613341,-118.679952,2686,1137,4.7,2.16,1.88,70.6,77908,75097,25.2,10.5,356100
2502,38.373585,-119.357488,1942,894,4.4,2.34,2.6,58.1,48000,53835,23.2,11.4,238800
8237,37.641009,-118.97648,9248,6429,4.2,2.43,3.18,49.5,56616,72427,21.8,13.2,663700
2079,36.737795,-121.627816,542,0,5.6,3.28,4.47,88.9,59167,68183,5.7,21.8,299000
9054,36.71021,-121.633723,2310,50,6,3.9,4.47,67.8,79286,86595,49.3,41.4,431900
3894,36.713189,-121.649262,1473,109,4.3,2.76,2.69,22.1,55972,66038,72.9,11.9,296100
3478,36.707643,-121.624052,1001,0,6.1,3.85,3.43,84.9,72958,83952,25.6,32.4,354900
6884,36.702315,-121.642738,1873,130,5.1,3.88,3.59,51,55044,56621,2.2,18.8,224100
4177,36.703467,-121.659095,1385,61,5.1,3.31,3.71,51.6,55962,62587,0,12.7,299000
7161,36.693523,-121.651549,2491,321,4.3,2.75,3.22,27.6,33712,48604,4.6,5.6,346100
4842,36.676191,-121.633275,1126,130,4.2,3.89,4.32,9.4,23750,32579,11.2,10.8,155000
4161,36.681802,-121.630814,1103,56,4.9,3.62,4.45,53.2,43849,50598,22.4,9.8,272100
7143,36.680323,-121.617511,1543,68,4.1,5.09,4.32,29.4,33341,40374,1.1,7.2,265200
6439,36.688088,-121.609528,1293,24,4.4,4.89,4.62,27,27350,35974,3.2,6.6,272200
6371,36.685169,-121.611278,1348,42,4.1,5.13,4.83,17.3,34297,39898,11.6,11.9,180800
5628,36.675272,-121.612857,1311,34,4.5,3.96,3.93,46.4,45744,53395,6.1,9,194500
5746,36.669802,-121.628028,1303,186,4.3,4.58,4.96,37.6,37940,50943,1,8.5,228300
3178,36.664406,-121.649047,1242,93,5.2,2.57,2.64,52.7,58964,97556,6,16.3,586400
2548,36.674154,-121.652842,1036,89,3.2,3.4,2.57,14.9,22582,36693,13.7,6,404700
2680,36.670347,-121.662793,1123,86,4.8,2.6,2.34,46.8,51599,66382,0.6,13,393000
5741,36.661143,-121.667397,2620,176,4.6,2.24,2.14,43.6,59327,67739,2.4,8.7,420800
2642,36.670247,-121.677542,1011,6,5.8,2.16,3.17,59,65170,74063,2.5,19.2,414900
3780,36.677921,-121.668297,1385,98,4.4,2.24,2.99,44.1,44851,55024,8.9,10.8,339800
3957,36.690355,-121.667623,1171,37,5,3.65,3.61,56.2,72500,74389,14,8.8,336600
5078,36.686339,-121.656326,1650,61,4.2,3.57,3.28,26.6,47321,58529,17.4,7.2,233700
4518,36.887706,-121.75248,1056,40,4.6,3.81,4.5,27.5,45476,53738,27.9,6.9,336200
3279,36.885162,-121.674472,1091,116,6.1,3.15,3.95,75.1,71477,93603,19.1,18.6,548500
4386,36.843041,-121.684059,1344,44,5.8,3.64,2.65,72.4,76000,96176,13.1,18.8,491700
4371,36.815351,-121.667384,1610,87,5.8,2.88,2.62,76.2,78623,95270,17.6,22.2,478300
1250,36.765537,-121.69042,602,142,4.7,2.96,2.83,55.7,45833,65302,10.8,7.5,280600
6481,36.766994,-121.753808,1489,105,4.6,4.08,4.28,42.7,46795,50504,25.2,12.2,349600
6339,36.778788,-121.644709,2282,155,5.8,3.13,3.4,81.5,91392,98828,21.6,27.7,576900
4732,36.710924,-121.663385,1605,231,4.7,3.14,3.27,47.3,52469,63018,8.9,5.4,296900
4892,36.728359,-121.650088,1468,82,4.9,3.38,4.05,52.7,63846,68976,15,12.8,190300
4752,36.725424,-121.654393,1526,85,4.1,3.2,3.72,28.4,40186,46860,16.8,6.2,220700
7304,36.705885,-121.61351,2152,88,6.3,3.36,3.95,77.8,87738,100664,87,44.3,368100
5512,36.696158,-121.604659,1410,53,5.8,4.26,4.4,65.6,61055,77377,84.7,53.8,294800
4219,36.688971,-121.598622,932,35,5.9,4.66,4.71,63.8,52456,64294,97.3,62.7,271100
6299,36.671972,-121.604158,1589,48,5.5,3.78,4.1,57.6,54099,73117,37.3,32.9,425600
4430,36.690705,-121.616697,941,47,4.6,4.75,4.87,36.9,42194,46210,26.3,11.1,304300
3646,36.691428,-121.624228,559,0,5,4.72,5.55,38.5,53920,65025,26.4,14,254800
6769,36.601082,-121.671208,2507,59,6.2,2.79,2.77,93.8,120114,137292,40.1,38.7,654100
3911,36.55523,-121.707765,1642,97,6.7,2.52,3.16,89.6,149539,185084,26.2,28.3,919100
5029,36.508462,-121.445527,1339,100,4.9,3.19,4.22,46.5,44387,53781,14,16.3,328700
5933,36.473067,-121.723363,3028,518,5.3,2.6,2.25,67.3,82617,138867,15,16.7,846900
5188,36.412763,-121.331677,1427,137,5.1,3.39,4.48,49.8,38333,50227,21.8,25,248300
11454,36.435413,-121.324269,2908,331,5.8,4.44,3.26,62.2,60653,72878,67.8,50.5,280600
6868,36.327158,-121.239155,1499,66,5.3,3.92,5.65,49.6,54077,65630,46.8,36.7,229000
7173,36.319177,-121.24611,1523,62,5,4.5,4.55,43.9,56165,67093,52,28.6,266300
3190,36.320712,-121.255864,762,23,5.1,3.68,5.1,66,51861,62932,59.1,18.5,264900
5813,36.212248,-121.127403,1345,115,4,3.49,4.16,28.7,41563,49919,12.4,3.3,206400
3775,36.188474,-121.165942,1347,164,5.6,3.28,3.29,71.2,65781,86970,35.6,22.9,273300
6688,36.209905,-121.130117,1506,186,5.4,5.2,5.65,55.7,55168,67546,54.7,36.1,169600
3778,35.946491,-120.975045,1499,338,5.1,2.34,2.93,57.7,72426,82829,30.8,16.6,457300
1913,36.514424,-121.896683,1134,123,5.7,1.96,1.7,78.6,93350,171448,23,26.8,769100
3563,36.603348,-121.927315,1537,194,4.8,2.34,2.6,49.5,68713,100067,1.6,12.3,644200
2263,36.613249,-121.924966,1096,108,4.8,2.23,1.79,61.1,80729,88728,3.1,9.9,773200
2683,36.617183,-121.920282,1430,221,4.8,2.3,2,54.8,59583,80094,10,9.2,694400
1872,36.619896,-121.917644,1147,196,4.5,1.89,1.83,40,78429,84669,1.7,9.2,712300
1682,36.622146,-121.914545,1289,272,4.1,1.85,1.82,32.6,49831,79497,9.8,1.8,774300
2987,36.627187,-121.929053,1764,222,4.5,2.14,2.01,43.6,78856,101332,8.4,10.6,871500
5082,36.610948,-121.908587,2825,199,4.1,2.07,1.84,33.2,61968,67587,9.1,3.5,663200
2254,36.601088,-121.917677,108,41,5.1,1.95,1.81,28.4,64432,88318,10.2,13,784100
3299,36.601043,-121.899911,1928,135,3.3,2.65,1.56,20.4,53453,64889,8.6,8,766300
5154,36.589064,-121.909107,2581,270,5.7,2.16,1.82,70,80511,99121,6.5,21.1,786600
2968,36.592766,-121.883408,2034,268,3.6,2.11,1.68,12.3,59508,81477,8.4,3.6,757400
4225,36.574831,-121.835393,1892,247,7.3,2.43,1.76,86.7,122171,155982,35.5,46.1,996600
5693,36.598504,-121.858488,2923,311,4.1,2.01,2.37,27.6,50633,57226,10.5,2.5,516300
1624,36.594191,-121.840238,740,56,5.4,2.36,2.96,71.3,76923,94293,6,18.7,598300
4920,36.604141,-121.832638,1748,123,5.1,3.2,2.86,65.4,73894,80210,6,17.9,549700
4396,36.602816,-121.843645,1454,20,4.2,2.23,3.38,39.5,47830,61403,8.1,1.2,418600
5131,36.61111,-121.841017,1485,72,4.1,2.94,3.75,29.4,41755,52087,11.9,4.6,452800
5548,36.612889,-121.831049,1653,12,5.2,3.03,3.78,70.1,62917,68808,1.7,14.7,496900
2673,36.61897,-121.831929,962,62,5.1,2.39,4.05,73.2,51557,69422,6.8,8.4,522900
2637,36.606656,-121.850975,874,56,4.3,3.24,2.77,40.2,51667,58297,15.7,0.8,431000
2688,36.660328,-121.765697,1218,86,4.8,2.72,2.91,5,58486,63109,8.2,4.2,265000
7088,36.632378,-121.818438,2889,388,5.5,3.23,3.09,12.3,66845,77176,35.8,21.8,757600
5133,36.677243,-121.794943,1769,141,5,3.14,3.12,50.1,42338,65394,9.2,20.2,439600
4075,36.68108,-121.791,1580,78,4.4,2.71,2.64,37,42297,56979,16.9,7,334800
3602,36.691536,-121.802145,1443,52,4.8,2.97,2.18,47.7,70625,81007,10.6,20.3,466700
4024,36.690854,-121.791636,1616,83,4.7,2.97,2.6,46.2,49042,64714,12.5,14.4,516400
4410,36.657798,-121.648196,1568,83,5,2.89,2.64,51.2,63917,79675,7.9,16.6,470800
5232,36.865222,-121.737818,1312,113,5.1,3.98,4.39,57.1,55325,68692,28,16.6,393800
6620,36.79016,-121.717681,2227,71,5.5,3.13,3.79,68.8,64567,76134,29.8,21.3,369900
6112,36.534923,-121.455696,1454,118,5.7,4.08,4.31,68.7,71667,84705,65,41.2,324800
3466,38.291871,-122.297592,1353,63,4.9,2.15,2.85,51.1,42671,61242,18.2,12.1,434700
2856,38.294292,-122.287379,1214,163,4.3,2.66,2.09,28.9,44243,57502,6.1,10.7,483800
2497,38.286803,-122.289074,903,42,4.9,3.09,2.82,54.5,61910,71429,9.2,7,425000
5095,38.286799,-122.269801,1835,121,4.6,2.66,3.17,65.9,59500,75851,19.7,14.3,430900
2504,38.286174,-122.261213,919,0,5.8,3.24,2.8,78.9,88063,85710,14.8,32.6,459600
3618,38.306675,-122.271838,1707,238,5.3,2.24,2.04,62.4,92804,113203,5.4,13.4,685400
5013,38.310196,-122.300969,1875,16,4.3,2.93,3.12,44.9,49677,62926,11,4.9,329100
1769,38.30433,-122.290177,818,40,4.1,2.68,2.09,21.2,41389,52400,9.3,1.6,588900
6431,38.316548,-122.291291,2389,68,4.7,2.68,3.1,48.3,51908,63842,27.2,7.8,384600
2460,38.316865,-122.282734,1075,75,4.2,3.02,2.12,28.7,50972,71351,7.4,14.6,458800
5016,38.332035,-122.312199,1669,55,5.8,3.02,3.61,82.8,75926,88568,14.6,29,460000
4468,38.331483,-122.300396,1956,105,5.4,2.23,2.4,54.7,66530,85303,38.4,24.6,602300
3047,38.309714,-122.330022,1197,57,7,2.57,2.39,90.4,99891,139083,11,46.7,655500
4514,38.31563,-122.315308,1728,146,4.9,3.15,2.33,62.1,70815,75830,12.4,5,426800
2776,38.304724,-122.30969,1052,45,5.2,2.7,3.64,54.4,58528,80138,11.6,16.6,592300
3283,38.329539,-122.329423,1182,69,6.2,2.73,2.41,85.9,91283,109523,57.5,39,576700
3152,38.323614,-122.320338,1414,77,5.2,2.5,2.36,50.9,69375,87062,29.6,25.6,560200
5481,38.280034,-122.298829,2397,104,4.5,2.27,2.06,57.6,67279,91784,23.4,12.5,420100
2165,38.29747,-122.327902,898,31,5.4,1.98,2.15,57.2,46917,82278,4.5,31.4,553400
5566,38.293742,-122.307169,1786,37,4.5,2.8,3.54,42.6,52470,57612,10.1,0.4,359100
4389,38.185912,-122.245904,1256,95,5.5,3.54,2.97,59.1,111382,135064,72.8,40.5,579300
6081,38.160032,-122.242277,1956,85,6.2,3.15,3.24,87.7,78750,91839,64.7,44,363900
2418,38.178834,-122.266105,692,0,5.8,4,2.6,87.9,79032,111002,56.5,35.7,397600
3283,38.171203,-122.261838,915,44,6.2,3.62,3.61,76.9,77438,92687,34.3,38.2,355400
4089,38.160766,-122.259892,1107,50,6.4,3.12,4.45,72.9,71483,82269,34.4,59.5,344100
1996,38.307603,-122.345157,798,28,6.5,2.32,2.08,93.8,104038,143150,12,37.2,606000
2055,38.289779,-122.357313,977,171,4.8,2.32,1.75,71.2,88409,114361,21.4,12.1,894200
4739,38.348845,-122.328206,2196,241,5.3,2.23,2.32,87.6,50929,76798,32,15.2,354900
2933,38.399645,-122.362104,1460,217,4.8,1.93,2.04,71.2,68368,93418,28.4,9.7,546500
3114,38.367455,-122.26286,2117,589,6,2.16,1.44,79.3,119681,160640,23.5,26,914900
800,38.417751,-122.211396,450,153,6.1,2.75,2.67,77.4,94417,151164,17.3,43.1,872100
2287,38.500377,-122.460917,1045,30,4.8,2.4,2.46,45.9,60060,82460,28,7.4,799300
5373,38.56382,-122.450997,2128,345,5.3,2.32,2.4,58,78375,128407,13.9,13.4,835000
1806,38.567039,-122.264289,1050,316,5.2,2.18,3.1,69.8,72500,83852,33.8,10,402300
5155,38.582036,-122.582103,2212,226,4.8,2.19,3.06,56.8,51974,76217,16,4,287000
6677,39.130735,-121.053926,3013,197,5.8,2.29,3.07,90.6,70118,86582,16.3,15.4,378100
7893,39.04874,-121.055066,3613,334,6.1,2.43,2.86,86,74107,88777,22.2,17.3,435600
3190,39.15489,-121.061706,1763,136,5.1,2.09,2.31,87.8,52566,61945,26.6,12,210600
2792,39.080589,-121.09621,1238,156,5.7,2.65,2.56,78.6,57018,70750,23.4,13.9,406100
2700,39.101192,-121.161057,1179,82,5.6,2.55,2.82,80.2,69250,82303,37.3,28.7,554900
2353,39.176864,-121.099565,1064,91,5.6,2.44,2.78,80.8,75885,93955,27.8,12.8,418000
5744,39.23722,-121.196671,3130,410,6.5,2.12,2.95,77.3,75056,83812,26.8,20.2,432400
6926,39.211711,-121.193327,3019,161,5.3,2.39,2.22,77.6,51856,64897,29.4,10.1,338800
6034,39.229729,-121.058886,2931,327,4.3,2.06,2.32,59,45866,55890,22,6.6,338900
4664,39.21587,-121.077044,2209,134,4.9,1.91,2.44,56.9,43385,52428,19.1,11.3,323600
6237,39.216442,-121.045371,3082,337,4.1,2.13,2.25,29.4,32276,53591,29.5,6.9,317000
7436,39.218385,-120.969521,3544,353,6,2.46,1.69,85.2,67196,77838,24.2,15,448400
3968,39.16889,-121.008245,1868,201,5.4,2.38,2.18,82.7,58028,69343,28.4,16.6,443900
4888,39.288392,-120.988293,2409,285,5.3,2.3,1.95,74.6,52119,81355,28,13.9,552100
6528,39.254633,-121.032528,3185,347,5.7,2.24,2.38,72.6,62689,87179,25.6,16.2,454500
4348,39.337428,-120.968888,2563,1054,3.9,2.32,1.99,72.6,40942,55268,25.6,13.9,333800
2927,39.350581,-120.21317,3805,2527,4.8,2.25,2.84,67.8,72150,77138,39.2,30.4,589400
2832,39.337686,-120.248368,3874,2514,4.3,2.34,1.76,62.6,79516,89219,39,25.6,530500
4537,39.353704,-120.106176,2055,478,5,2.79,2.2,95.2,86534,99872,45.1,25,457000
6090,39.332149,-120.178389,2760,619,4.3,2.43,2.93,58.8,54280,66302,45.2,10.5,434100
4523,33.942543,-117.962901,1459,135,5.8,2.88,3.89,74.7,71563,102612,0.7,30.3,542100
3144,33.933828,-117.972193,1060,48,5.3,3.35,2.91,58.6,75368,77567,3.1,14.6,430300
4489,33.93403,-117.961703,1434,24,3.9,3.11,3.14,37.7,43056,58875,5.7,17.3,408200
5505,33.932376,-117.953401,1447,54,4.2,4.53,4.28,36.1,52790,61033,5.9,2.6,381700
3586,33.933465,-117.942617,931,23,4.4,3.66,4.55,52.2,67717,67409,7.1,13,378800
6423,33.923081,-117.967228,2476,206,4.5,2.68,2.55,64.1,69316,77652,1.6,10.9,352600
5752,33.921261,-117.952158,1831,53,4.2,3.33,2.67,59,59850,66599,6.7,5.5,333500
3803,33.926069,-117.948976,1141,27,4.6,2.65,4.09,49.4,47727,54904,9.4,4.3,177300
5013,33.940611,-117.940909,1766,68,4.8,3.05,3.06,42.8,58373,73893,4,12.2,582300
5185,33.937006,-117.928924,1543,0,4.9,3.46,3.27,52,66103,76092,2.9,24.4,486400
3239,33.938644,-117.919997,1100,26,6.4,3.11,4.26,92.7,95000,101887,1.8,44.7,553200
3972,33.93077,-117.933267,1031,58,4.3,3.12,4.59,53.5,53191,64565,0.8,10.2,349400
6373,33.934991,-117.912549,2488,98,6.1,2.55,1.63,96.2,78500,99856,31.4,39.2,464500
5099,33.912477,-117.907613,1812,102,5.6,3.11,2.83,60.1,78519,87405,9.4,24.9,572500
4605,33.916483,-117.894145,1815,75,4.7,3.04,2.3,47.4,60291,71838,15.8,17.5,463000
6876,33.904453,-117.897588,2484,88,5.6,2.88,2.88,74.4,92500,99492,12.9,30.2,562400
4109,33.933776,-117.892494,1668,99,6,2.77,1.9,70.2,78750,102503,11.7,41.5,598800
4665,33.927254,-117.894372,2031,157,3.9,2.42,2.07,38.5,80038,80420,10.6,10.7,468200
7989,33.904902,-117.921556,2915,142,6.2,2.79,2.56,71.4,94268,121619,23.9,31.3,701800
4687,33.889909,-117.903787,1885,36,6.6,2.51,2.68,84.7,112679,149925,20.9,41,703300
7451,33.886429,-117.959923,2415,24,5.9,3.16,2.91,72.3,98401,117550,61.9,41.8,640100
4343,33.913339,-117.940542,1438,91,5.2,2.78,3.96,61,81181,117739,1.2,37.7,552000
3869,33.893003,-117.93702,1380,104,7.3,2.72,1.28,82.4,108864,157562,9.5,49.8,913200
7482,33.903827,-117.968562,2558,38,6.1,3.07,3.18,76.1,114695,138689,42.7,51.1,642100
3786,33.906327,-117.950803,1304,26,6.2,2.78,3.22,93,88611,107009,11.8,46,577200
5544,33.865427,-117.980058,1566,79,4.1,3.69,3.48,20.8,48719,59922,8.2,7.8,386000
7154,33.862255,-117.971689,2161,84,3.9,3.71,3.88,29.1,39716,53640,1.5,8.2,323700
2810,33.863724,-117.963957,811,43,5.4,3.89,3.14,73.2,88750,87945,2.1,30.3,395400
2967,33.863535,-117.954945,808,29,5.6,3.95,3.15,66.2,66078,70273,1.5,33.1,404100
3418,33.856623,-117.959182,955,33,5.7,3.46,3.5,65.2,62348,72314,6.5,36.4,415100
6626,33.873476,-117.951779,2500,186,4.9,3.05,2.21,59.7,71389,86994,3.4,10.8,443300
4140,33.860818,-117.945861,1293,31,4.3,3.3,2.58,49.3,50970,65022,3.1,11,444000
4356,33.860335,-117.937276,1162,0,5.6,3.74,3.77,79.4,68611,77477,3.1,23.7,395900
3916,33.873955,-117.935227,1674,154,4.6,2.57,2.35,48,67692,80323,1.6,8.6,499000
4379,33.874685,-117.92468,2051,96,4.1,2.36,2.05,31.8,73141,99624,43.3,15.1,653700
1982,33.879799,-117.917813,775,50,5.9,2.59,2.42,56.8,68973,84251,0,21.2,615200
2325,33.879847,-117.907323,866,16,6.3,2.54,4.25,91.2,95833,111636,3.5,22.4,574800
5565,33.871779,-117.906167,1981,116,4.5,2.88,3.21,42.9,53542,65863,1,9.3,449000
4101,33.871294,-117.890114,1475,89,4.6,3,2.78,45.7,69333,71962,2.2,19.4,405200
1727,33.879232,-117.893757,580,39,6.2,3.03,3.32,93,116406,117128,10,40.5,559200
5473,33.881288,-117.881583,2159,278,3.5,2.51,2.29,9.8,37153,46118,4.1,0,284400
7955,33.860845,-117.928809,2276,37,3.6,3.62,3.42,15,51475,58899,5.3,4,414900
5237,33.86141,-117.911875,1705,68,4.4,2.65,4.13,57.7,48523,55501,13.3,6.6,264200
6045,33.903209,-117.876874,2374,90,5.5,2.72,2.62,62.4,94925,110954,34.4,36.4,630000
4317,33.892194,-117.87956,1962,405,3.8,2.72,2.5,36.6,59779,66629,1.9,13.9,482300
4355,33.901246,-117.862225,1418,10,7.4,2.74,3.52,95.1,104676,120587,0,68.1,606000
3442,33.891834,-117.862605,1161,79,6.7,3.17,2.28,82.9,91053,110772,10.1,61.7,605400
